state,zipcode,zipproviders,
AK,99501,4,
AK,99502,2,
AK,99503,4,
AK,99504,4,
AK,99505,2,
AK,99506,2,
AK,99507,2,
AK,99508,4,
AK,99515,2,
AK,99516,4,
AK,99517,2,
AK,99518,4,
AK,99546,2,
AK,99547,2,
AK,99549,2,
AK,99551,2,
AK,99552,2,
AK,99553,2,
AK,99554,2,
AK,99555,2,
AK,99556,2,
AK,99557,2,
AK,99558,2,
AK,99559,2,
AK,99561,2,
AK,99563,2,
AK,99564,2,
AK,99565,2,
AK,99567,2,
AK,99568,2,
AK,99569,2,
AK,99571,2,
AK,99572,2,
AK,99573,2,
AK,99574,2,
AK,99575,2,
AK,99576,2,
AK,99577,4,
AK,99578,2,
AK,99579,2,
AK,99580,2,
AK,99581,2,
AK,99583,2,
AK,99585,2,
AK,99586,2,
AK,99587,2,
AK,99588,2,
AK,99589,2,
AK,99590,2,
AK,99591,2,
AK,99602,2,
AK,99603,4,
AK,99604,2,
AK,99606,2,
AK,99607,2,
AK,99610,2,
AK,99611,4,
AK,99612,2,
AK,99613,2,
AK,99614,2,
AK,99615,2,
AK,99620,2,
AK,99621,2,
AK,99622,2,
AK,99625,2,
AK,99626,2,
AK,99627,2,
AK,99628,2,
AK,99630,2,
AK,99631,2,
AK,99632,2,
AK,99633,2,
AK,99636,2,
AK,99638,2,
AK,99639,2,
AK,99640,2,
AK,99645,4,
AK,99647,2,
AK,99648,2,
AK,99649,2,
AK,99650,2,
AK,99651,2,
AK,99653,2,
AK,99654,4,
AK,99655,2,
AK,99656,2,
AK,99657,2,
AK,99658,2,
AK,99659,2,
AK,99660,2,
AK,99661,2,
AK,99662,2,
AK,99664,2,
AK,99665,2,
AK,99667,2,
AK,99668,2,
AK,99669,2,
AK,99670,2,
AK,99671,2,
AK,99672,2,
AK,99676,2,
AK,99681,2,
AK,99682,2,
AK,99683,2,
AK,99684,2,
AK,99685,2,
AK,99686,2,
AK,99687,4,
AK,99688,2,
AK,99689,2,
AK,99691,2,
AK,99692,2,
AK,99701,2,
AK,99702,2,
AK,99703,2,
AK,99704,2,
AK,99705,2,
AK,99709,2,
AK,99712,2,
AK,99714,2,
AK,99720,2,
AK,99721,2,
AK,99722,2,
AK,99723,2,
AK,99724,2,
AK,99726,2,
AK,99727,2,
AK,99729,4,
AK,99730,2,
AK,99733,2,
AK,99734,2,
AK,99736,2,
AK,99737,2,
AK,99739,2,
AK,99740,2,
AK,99741,2,
AK,99742,2,
AK,99743,5,
AK,99744,2,
AK,99745,2,
AK,99746,2,
AK,99747,2,
AK,99748,2,
AK,99749,2,
AK,99750,2,
AK,99751,2,
AK,99752,2,
AK,99753,2,
AK,99755,2,
AK,99756,2,
AK,99757,2,
AK,99758,2,
AK,99759,2,
AK,99760,2,
AK,99761,2,
AK,99762,2,
AK,99763,2,
AK,99765,2,
AK,99766,2,
AK,99767,2,
AK,99768,2,
AK,99769,2,
AK,99770,2,
AK,99771,2,
AK,99772,2,
AK,99773,2,
AK,99774,2,
AK,99777,2,
AK,99778,2,
AK,99780,4,
AK,99781,2,
AK,99782,2,
AK,99783,2,
AK,99784,2,
AK,99785,2,
AK,99786,2,
AK,99788,2,
AK,99789,2,
AK,99801,2,
AK,99820,2,
AK,99824,2,
AK,99825,2,
AK,99826,2,
AK,99827,2,
AK,99829,2,
AK,99833,2,
AK,99835,2,
AK,99840,2,
AK,99901,2,
AK,99903,2,
AK,99919,2,
AK,99921,2,
AK,99922,2,
AK,99923,2,
AK,99925,2,
AK,99926,2,
AK,99929,2,
AK,99950,2,
AL,35004,4,
AL,35005,5,
AL,35006,4,
AL,35007,8,
AL,35010,5,
AL,35014,2,
AL,35016,4,
AL,35019,2,
AL,35020,9,
AL,35022,7,
AL,35023,10,
AL,35031,2,
AL,35033,2,
AL,35034,2,
AL,35035,2,
AL,35036,2,
AL,35040,5,
AL,35042,4,
AL,35043,5,
AL,35044,5,
AL,35045,5,
AL,35046,2,
AL,35049,2,
AL,35051,5,
AL,35053,2,
AL,35054,2,
AL,35055,6,
AL,35057,4,
AL,35058,5,
AL,35061,6,
AL,35062,5,
AL,35063,4,
AL,35064,6,
AL,35068,5,
AL,35071,7,
AL,35072,4,
AL,35073,5,
AL,35077,4,
AL,35078,4,
AL,35079,2,
AL,35080,7,
AL,35083,2,
AL,35085,5,
AL,35087,2,
AL,35089,2,
AL,35091,2,
AL,35094,4,
AL,35096,4,
AL,35098,2,
AL,35111,5,
AL,35114,4,
AL,35115,5,
AL,35116,2,
AL,35117,4,
AL,35118,5,
AL,35120,2,
AL,35121,4,
AL,35124,7,
AL,35125,2,
AL,35126,7,
AL,35127,4,
AL,35128,4,
AL,35130,4,
AL,35131,2,
AL,35133,2,
AL,35135,2,
AL,35136,2,
AL,35143,2,
AL,35146,5,
AL,35147,4,
AL,35148,4,
AL,35150,5,
AL,35151,4,
AL,35160,6,
AL,35171,2,
AL,35172,2,
AL,35173,8,
AL,35175,2,
AL,35176,2,
AL,35178,2,
AL,35179,4,
AL,35180,4,
AL,35183,2,
AL,35184,2,
AL,35186,2,
AL,35188,2,
AL,35203,10,
AL,35204,8,
AL,35205,7,
AL,35206,8,
AL,35207,9,
AL,35208,7,
AL,35209,9,
AL,35210,10,
AL,35211,7,
AL,35212,7,
AL,35213,9,
AL,35214,10,
AL,35215,10,
AL,35216,7,
AL,35217,7,
AL,35218,4,
AL,35221,5,
AL,35222,5,
AL,35223,8,
AL,35224,6,
AL,35226,8,
AL,35228,6,
AL,35233,8,
AL,35234,7,
AL,35235,8,
AL,35242,10,
AL,35243,8,
AL,35244,9,
AL,35401,8,
AL,35404,7,
AL,35405,6,
AL,35406,7,
AL,35441,2,
AL,35442,4,
AL,35443,2,
AL,35444,7,
AL,35446,2,
AL,35447,2,
AL,35452,2,
AL,35453,6,
AL,35456,5,
AL,35457,2,
AL,35458,2,
AL,35460,2,
AL,35461,2,
AL,35462,2,
AL,35463,2,
AL,35464,2,
AL,35466,4,
AL,35469,2,
AL,35470,2,
AL,35473,6,
AL,35474,4,
AL,35475,4,
AL,35476,8,
AL,35480,2,
AL,35481,2,
AL,35487,2,
AL,35490,6,
AL,35501,6,
AL,35503,2,
AL,35504,4,
AL,35540,2,
AL,35541,2,
AL,35542,2,
AL,35543,2,
AL,35546,2,
AL,35548,2,
AL,35549,2,
AL,35550,4,
AL,35552,2,
AL,35553,2,
AL,35554,2,
AL,35555,2,
AL,35563,5,
AL,35564,2,
AL,35565,4,
AL,35570,4,
AL,35571,2,
AL,35572,2,
AL,35574,2,
AL,35576,2,
AL,35578,2,
AL,35579,2,
AL,35580,2,
AL,35581,2,
AL,35582,2,
AL,35585,2,
AL,35586,2,
AL,35587,2,
AL,35592,4,
AL,35594,4,
AL,35601,6,
AL,35603,4,
AL,35610,2,
AL,35611,5,
AL,35613,5,
AL,35614,2,
AL,35616,2,
AL,35618,2,
AL,35619,2,
AL,35620,4,
AL,35621,2,
AL,35622,2,
AL,35630,6,
AL,35633,4,
AL,35634,5,
AL,35640,5,
AL,35643,2,
AL,35645,2,
AL,35646,2,
AL,35647,2,
AL,35648,2,
AL,35650,4,
AL,35651,2,
AL,35652,2,
AL,35653,4,
AL,35654,4,
AL,35660,4,
AL,35661,5,
AL,35670,4,
AL,35671,2,
AL,35672,2,
AL,35673,5,
AL,35674,5,
AL,35677,2,
AL,35739,2,
AL,35740,4,
AL,35741,5,
AL,35745,2,
AL,35746,2,
AL,35747,2,
AL,35748,7,
AL,35749,8,
AL,35750,7,
AL,35751,2,
AL,35752,2,
AL,35754,5,
AL,35755,2,
AL,35756,6,
AL,35757,7,
AL,35758,9,
AL,35759,7,
AL,35760,2,
AL,35761,4,
AL,35763,5,
AL,35764,2,
AL,35765,2,
AL,35768,5,
AL,35769,2,
AL,35771,2,
AL,35772,2,
AL,35773,6,
AL,35775,2,
AL,35776,5,
AL,35801,8,
AL,35802,9,
AL,35803,7,
AL,35805,7,
AL,35806,9,
AL,35808,2,
AL,35810,9,
AL,35811,8,
AL,35816,8,
AL,35824,7,
AL,35898,2,
AL,35901,5,
AL,35903,5,
AL,35904,6,
AL,35905,4,
AL,35906,8,
AL,35907,4,
AL,35950,5,
AL,35951,4,
AL,35952,4,
AL,35953,4,
AL,35954,7,
AL,35956,4,
AL,35957,4,
AL,35959,2,
AL,35960,5,
AL,35961,2,
AL,35962,2,
AL,35963,2,
AL,35966,2,
AL,35967,5,
AL,35968,2,
AL,35971,2,
AL,35972,2,
AL,35973,2,
AL,35974,2,
AL,35976,7,
AL,35978,2,
AL,35980,4,
AL,35983,2,
AL,35984,2,
AL,35986,2,
AL,35987,2,
AL,35989,5,
AL,36003,2,
AL,36005,2,
AL,36006,2,
AL,36009,2,
AL,36010,4,
AL,36016,4,
AL,36017,4,
AL,36020,2,
AL,36022,6,
AL,36024,4,
AL,36025,4,
AL,36026,2,
AL,36027,6,
AL,36028,2,
AL,36029,2,
AL,36030,2,
AL,36031,2,
AL,36032,2,
AL,36033,4,
AL,36034,2,
AL,36035,2,
AL,36036,2,
AL,36037,2,
AL,36039,2,
AL,36041,2,
AL,36043,6,
AL,36046,2,
AL,36047,2,
AL,36048,2,
AL,36049,2,
AL,36051,2,
AL,36052,2,
AL,36053,2,
AL,36054,7,
AL,36061,2,
AL,36064,8,
AL,36066,6,
AL,36067,8,
AL,36069,2,
AL,36071,2,
AL,36075,2,
AL,36078,7,
AL,36079,4,
AL,36080,2,
AL,36081,6,
AL,36083,4,
AL,36088,2,
AL,36089,4,
AL,36091,2,
AL,36092,6,
AL,36093,5,
AL,36104,8,
AL,36105,8,
AL,36106,7,
AL,36107,7,
AL,36108,7,
AL,36109,8,
AL,36110,8,
AL,36111,7,
AL,36112,2,
AL,36113,2,
AL,36115,4,
AL,36116,7,
AL,36117,10,
AL,36201,5,
AL,36203,5,
AL,36205,2,
AL,36206,4,
AL,36207,4,
AL,36250,2,
AL,36251,4,
AL,36255,2,
AL,36256,2,
AL,36258,2,
AL,36260,4,
AL,36262,2,
AL,36263,2,
AL,36264,4,
AL,36265,5,
AL,36266,4,
AL,36268,4,
AL,36269,2,
AL,36271,4,
AL,36272,6,
AL,36273,2,
AL,36274,2,
AL,36276,2,
AL,36277,2,
AL,36278,2,
AL,36279,2,
AL,36280,2,
AL,36301,5,
AL,36303,7,
AL,36305,6,
AL,36310,5,
AL,36311,4,
AL,36312,2,
AL,36314,2,
AL,36316,2,
AL,36317,2,
AL,36318,2,
AL,36319,2,
AL,36320,2,
AL,36321,2,
AL,36322,4,
AL,36323,4,
AL,36330,6,
AL,36340,4,
AL,36343,2,
AL,36344,2,
AL,36345,4,
AL,36346,2,
AL,36349,2,
AL,36350,5,
AL,36351,4,
AL,36352,4,
AL,36353,5,
AL,36360,5,
AL,36362,2,
AL,36373,2,
AL,36374,2,
AL,36375,4,
AL,36376,2,
AL,36401,4,
AL,36420,2,
AL,36425,2,
AL,36426,4,
AL,36432,2,
AL,36436,2,
AL,36441,4,
AL,36442,2,
AL,36444,2,
AL,36445,2,
AL,36451,2,
AL,36453,2,
AL,36456,2,
AL,36460,2,
AL,36467,2,
AL,36471,2,
AL,36473,2,
AL,36474,2,
AL,36475,2,
AL,36477,2,
AL,36480,2,
AL,36502,5,
AL,36505,4,
AL,36507,5,
AL,36509,4,
AL,36511,2,
AL,36518,2,
AL,36521,4,
AL,36522,5,
AL,36523,5,
AL,36524,2,
AL,36525,4,
AL,36526,4,
AL,36527,4,
AL,36528,2,
AL,36529,2,
AL,36530,2,
AL,36532,6,
AL,36535,2,
AL,36540,2,
AL,36541,4,
AL,36542,4,
AL,36544,4,
AL,36545,4,
AL,36548,2,
AL,36549,2,
AL,36551,2,
AL,36553,4,
AL,36555,2,
AL,36558,2,
AL,36560,4,
AL,36561,2,
AL,36562,2,
AL,36567,2,
AL,36571,7,
AL,36572,5,
AL,36574,2,
AL,36575,6,
AL,36576,2,
AL,36578,2,
AL,36579,2,
AL,36580,2,
AL,36582,8,
AL,36585,2,
AL,36587,4,
AL,36602,5,
AL,36603,4,
AL,36604,5,
AL,36605,6,
AL,36606,5,
AL,36607,5,
AL,36608,7,
AL,36609,5,
AL,36610,2,
AL,36611,4,
AL,36612,2,
AL,36613,5,
AL,36615,2,
AL,36617,4,
AL,36618,6,
AL,36619,6,
AL,36693,5,
AL,36695,6,
AL,36701,4,
AL,36703,5,
AL,36720,2,
AL,36726,2,
AL,36728,2,
AL,36732,4,
AL,36736,2,
AL,36738,2,
AL,36740,2,
AL,36742,2,
AL,36744,5,
AL,36748,5,
AL,36749,2,
AL,36750,2,
AL,36752,2,
AL,36756,4,
AL,36758,2,
AL,36759,2,
AL,36761,2,
AL,36765,2,
AL,36767,2,
AL,36768,2,
AL,36769,2,
AL,36773,2,
AL,36775,2,
AL,36776,2,
AL,36782,2,
AL,36783,2,
AL,36784,4,
AL,36786,2,
AL,36792,2,
AL,36801,5,
AL,36804,2,
AL,36830,6,
AL,36832,4,
AL,36850,2,
AL,36852,2,
AL,36853,6,
AL,36854,5,
AL,36855,2,
AL,36856,2,
AL,36858,2,
AL,36860,2,
AL,36861,2,
AL,36862,4,
AL,36863,2,
AL,36866,2,
AL,36867,4,
AL,36869,4,
AL,36870,4,
AL,36871,2,
AL,36874,2,
AL,36875,4,
AL,36877,2,
AL,36879,2,
AL,36904,2,
AL,36907,2,
AL,36908,2,
AL,36919,2,
AL,36921,2,
AL,36922,2,
AL,36925,2,
AR,71601,4,
AR,71602,5,
AR,71603,4,
AR,71630,2,
AR,71631,2,
AR,71635,2,
AR,71638,2,
AR,71639,2,
AR,71640,2,
AR,71642,2,
AR,71643,2,
AR,71644,2,
AR,71646,4,
AR,71647,2,
AR,71651,2,
AR,71652,2,
AR,71653,2,
AR,71654,4,
AR,71655,2,
AR,71658,2,
AR,71660,2,
AR,71661,2,
AR,71663,2,
AR,71665,2,
AR,71667,4,
AR,71670,2,
AR,71671,2,
AR,71674,2,
AR,71675,2,
AR,71676,2,
AR,71677,2,
AR,71701,2,
AR,71720,2,
AR,71725,2,
AR,71726,2,
AR,71730,6,
AR,71740,2,
AR,71742,2,
AR,71743,2,
AR,71744,2,
AR,71747,2,
AR,71748,2,
AR,71749,4,
AR,71751,2,
AR,71752,2,
AR,71753,5,
AR,71758,2,
AR,71762,2,
AR,71763,2,
AR,71764,2,
AR,71765,2,
AR,71766,2,
AR,71770,4,
AR,71801,4,
AR,71822,4,
AR,71825,2,
AR,71826,2,
AR,71831,2,
AR,71832,4,
AR,71833,2,
AR,71834,2,
AR,71835,2,
AR,71836,2,
AR,71837,2,
AR,71838,2,
AR,71839,2,
AR,71841,2,
AR,71842,2,
AR,71845,2,
AR,71846,2,
AR,71847,2,
AR,71851,2,
AR,71852,2,
AR,71854,4,
AR,71855,2,
AR,71857,2,
AR,71858,2,
AR,71859,2,
AR,71860,2,
AR,71861,2,
AR,71862,2,
AR,71865,2,
AR,71866,2,
AR,71901,6,
AR,71909,4,
AR,71913,4,
AR,71921,2,
AR,71922,2,
AR,71923,5,
AR,71929,2,
AR,71933,2,
AR,71935,2,
AR,71937,2,
AR,71940,2,
AR,71941,2,
AR,71943,2,
AR,71944,2,
AR,71945,2,
AR,71949,2,
AR,71950,2,
AR,71952,2,
AR,71953,4,
AR,71956,2,
AR,71957,2,
AR,71958,2,
AR,71959,2,
AR,71960,2,
AR,71961,2,
AR,71962,2,
AR,71964,2,
AR,71965,2,
AR,71968,2,
AR,71969,2,
AR,71970,2,
AR,71971,2,
AR,71972,2,
AR,71973,2,
AR,71998,2,
AR,72002,6,
AR,72003,2,
AR,72004,2,
AR,72006,4,
AR,72007,2,
AR,72010,4,
AR,72011,2,
AR,72012,4,
AR,72013,2,
AR,72015,6,
AR,72016,2,
AR,72017,2,
AR,72020,2,
AR,72021,2,
AR,72022,6,
AR,72023,6,
AR,72024,4,
AR,72025,2,
AR,72026,2,
AR,72027,2,
AR,72028,2,
AR,72029,2,
AR,72030,2,
AR,72031,2,
AR,72032,7,
AR,72034,6,
AR,72035,2,
AR,72036,2,
AR,72039,2,
AR,72040,2,
AR,72041,2,
AR,72042,2,
AR,72044,2,
AR,72045,2,
AR,72046,2,
AR,72047,2,
AR,72052,2,
AR,72055,2,
AR,72057,2,
AR,72058,2,
AR,72060,2,
AR,72063,2,
AR,72064,2,
AR,72065,4,
AR,72066,2,
AR,72067,4,
AR,72068,2,
AR,72069,2,
AR,72070,2,
AR,72072,2,
AR,72073,4,
AR,72076,9,
AR,72079,2,
AR,72080,2,
AR,72081,4,
AR,72082,2,
AR,72083,2,
AR,72084,2,
AR,72086,2,
AR,72087,2,
AR,72088,2,
AR,72101,4,
AR,72102,2,
AR,72103,6,
AR,72104,6,
AR,72105,2,
AR,72106,4,
AR,72110,6,
AR,72111,2,
AR,72112,2,
AR,72113,6,
AR,72114,8,
AR,72116,9,
AR,72117,8,
AR,72118,8,
AR,72120,7,
AR,72121,2,
AR,72122,2,
AR,72125,2,
AR,72126,2,
AR,72127,2,
AR,72128,2,
AR,72129,2,
AR,72131,2,
AR,72132,4,
AR,72133,2,
AR,72134,2,
AR,72135,5,
AR,72136,2,
AR,72137,2,
AR,72140,2,
AR,72141,2,
AR,72142,2,
AR,72143,5,
AR,72150,4,
AR,72152,2,
AR,72153,2,
AR,72156,2,
AR,72157,2,
AR,72160,2,
AR,72166,2,
AR,72167,2,
AR,72168,2,
AR,72170,2,
AR,72173,2,
AR,72176,2,
AR,72179,2,
AR,72199,2,
AR,72201,8,
AR,72202,7,
AR,72204,6,
AR,72205,8,
AR,72206,9,
AR,72207,6,
AR,72209,8,
AR,72210,7,
AR,72211,9,
AR,72212,7,
AR,72223,8,
AR,72227,7,
AR,72301,5,
AR,72315,4,
AR,72320,2,
AR,72324,2,
AR,72326,2,
AR,72327,2,
AR,72328,2,
AR,72330,2,
AR,72331,2,
AR,72333,2,
AR,72335,4,
AR,72342,2,
AR,72346,2,
AR,72347,2,
AR,72348,2,
AR,72350,2,
AR,72351,2,
AR,72354,2,
AR,72355,2,
AR,72358,2,
AR,72360,2,
AR,72364,2,
AR,72365,2,
AR,72366,6,
AR,72367,2,
AR,72368,2,
AR,72369,2,
AR,72370,2,
AR,72372,2,
AR,72373,2,
AR,72374,2,
AR,72376,2,
AR,72379,2,
AR,72384,2,
AR,72386,2,
AR,72390,4,
AR,72392,2,
AR,72394,2,
AR,72395,2,
AR,72396,4,
AR,72401,7,
AR,72404,5,
AR,72411,2,
AR,72413,2,
AR,72414,2,
AR,72415,2,
AR,72416,2,
AR,72417,2,
AR,72419,2,
AR,72421,2,
AR,72422,2,
AR,72425,2,
AR,72428,2,
AR,72429,2,
AR,72430,2,
AR,72432,2,
AR,72433,2,
AR,72434,2,
AR,72435,2,
AR,72436,2,
AR,72437,2,
AR,72438,2,
AR,72441,2,
AR,72442,2,
AR,72443,2,
AR,72444,2,
AR,72447,2,
AR,72450,4,
AR,72453,2,
AR,72454,2,
AR,72455,4,
AR,72456,2,
AR,72459,2,
AR,72460,2,
AR,72461,2,
AR,72464,2,
AR,72466,2,
AR,72467,2,
AR,72469,2,
AR,72470,2,
AR,72471,2,
AR,72472,2,
AR,72473,2,
AR,72476,4,
AR,72478,2,
AR,72479,2,
AR,72501,6,
AR,72512,2,
AR,72513,2,
AR,72519,2,
AR,72521,2,
AR,72522,2,
AR,72523,2,
AR,72524,2,
AR,72527,2,
AR,72529,2,
AR,72530,2,
AR,72531,2,
AR,72532,2,
AR,72534,2,
AR,72536,2,
AR,72537,2,
AR,72538,2,
AR,72539,2,
AR,72542,2,
AR,72543,6,
AR,72544,2,
AR,72550,2,
AR,72553,2,
AR,72554,2,
AR,72555,2,
AR,72556,2,
AR,72560,2,
AR,72561,2,
AR,72562,2,
AR,72564,2,
AR,72565,2,
AR,72568,2,
AR,72571,2,
AR,72573,2,
AR,72576,2,
AR,72577,2,
AR,72579,2,
AR,72581,2,
AR,72583,2,
AR,72584,2,
AR,72587,2,
AR,72601,4,
AR,72611,2,
AR,72616,4,
AR,72619,2,
AR,72623,2,
AR,72624,2,
AR,72626,2,
AR,72628,2,
AR,72629,2,
AR,72631,4,
AR,72632,5,
AR,72633,2,
AR,72634,2,
AR,72635,5,
AR,72638,4,
AR,72639,2,
AR,72641,4,
AR,72642,2,
AR,72644,2,
AR,72645,2,
AR,72648,4,
AR,72650,2,
AR,72651,2,
AR,72653,8,
AR,72655,2,
AR,72658,2,
AR,72660,2,
AR,72662,2,
AR,72663,2,
AR,72670,2,
AR,72675,2,
AR,72679,2,
AR,72680,2,
AR,72682,2,
AR,72685,2,
AR,72686,2,
AR,72687,4,
AR,72701,6,
AR,72703,6,
AR,72704,6,
AR,72712,5,
AR,72714,5,
AR,72715,2,
AR,72717,2,
AR,72718,2,
AR,72719,4,
AR,72721,2,
AR,72722,2,
AR,72727,2,
AR,72729,2,
AR,72730,2,
AR,72732,2,
AR,72734,4,
AR,72736,2,
AR,72738,2,
AR,72739,2,
AR,72740,2,
AR,72742,2,
AR,72744,2,
AR,72745,5,
AR,72747,2,
AR,72749,2,
AR,72751,2,
AR,72752,2,
AR,72753,2,
AR,72756,6,
AR,72758,6,
AR,72760,2,
AR,72761,4,
AR,72762,7,
AR,72764,5,
AR,72768,2,
AR,72769,2,
AR,72773,2,
AR,72774,4,
AR,72776,2,
AR,72801,7,
AR,72802,4,
AR,72821,2,
AR,72823,5,
AR,72824,2,
AR,72830,2,
AR,72833,2,
AR,72834,5,
AR,72835,2,
AR,72837,4,
AR,72840,2,
AR,72841,2,
AR,72842,2,
AR,72843,2,
AR,72845,2,
AR,72846,2,
AR,72847,2,
AR,72851,2,
AR,72853,2,
AR,72854,2,
AR,72855,2,
AR,72857,2,
AR,72858,2,
AR,72863,2,
AR,72865,2,
AR,72901,5,
AR,72903,6,
AR,72904,6,
AR,72905,2,
AR,72908,5,
AR,72916,4,
AR,72921,4,
AR,72923,5,
AR,72924,2,
AR,72926,2,
AR,72927,4,
AR,72928,2,
AR,72932,2,
AR,72933,2,
AR,72934,2,
AR,72936,5,
AR,72937,2,
AR,72938,2,
AR,72940,2,
AR,72941,2,
AR,72943,2,
AR,72944,2,
AR,72946,4,
AR,72947,2,
AR,72948,2,
AR,72949,4,
AR,72950,2,
AR,72951,2,
AR,72952,2,
AR,72955,2,
AR,72956,6,
AR,72958,2,
AR,72959,4,
AZ,85003,12,
AZ,85004,12,
AZ,85006,11,
AZ,85007,11,
AZ,85008,11,
AZ,85009,10,
AZ,85012,13,
AZ,85013,12,
AZ,85014,13,
AZ,85015,12,
AZ,85016,13,
AZ,85017,13,
AZ,85018,14,
AZ,85019,11,
AZ,85020,13,
AZ,85021,12,
AZ,85022,11,
AZ,85023,12,
AZ,85024,7,
AZ,85027,13,
AZ,85028,10,
AZ,85029,11,
AZ,85031,10,
AZ,85032,12,
AZ,85033,9,
AZ,85034,12,
AZ,85035,8,
AZ,85037,8,
AZ,85040,12,
AZ,85041,7,
AZ,85042,10,
AZ,85043,8,
AZ,85044,12,
AZ,85045,2,
AZ,85048,8,
AZ,85050,7,
AZ,85051,12,
AZ,85053,10,
AZ,85054,4,
AZ,85085,4,
AZ,85086,6,
AZ,85087,2,
AZ,85201,11,
AZ,85202,12,
AZ,85203,10,
AZ,85204,11,
AZ,85205,10,
AZ,85206,11,
AZ,85207,6,
AZ,85208,7,
AZ,85210,11,
AZ,85212,5,
AZ,85213,10,
AZ,85215,10,
AZ,85218,6,
AZ,85219,6,
AZ,85220,7,
AZ,85222,5,
AZ,85224,11,
AZ,85225,12,
AZ,85226,12,
AZ,85228,2,
AZ,85231,2,
AZ,85232,2,
AZ,85233,13,
AZ,85234,9,
AZ,85236,7,
AZ,85237,2,
AZ,85239,2,
AZ,85242,5,
AZ,85247,2,
AZ,85248,10,
AZ,85249,11,
AZ,85250,13,
AZ,85251,12,
AZ,85253,13,
AZ,85254,11,
AZ,85255,13,
AZ,85256,4,
AZ,85257,12,
AZ,85258,13,
AZ,85259,7,
AZ,85260,13,
AZ,85262,6,
AZ,85263,2,
AZ,85264,2,
AZ,85268,9,
AZ,85272,2,
AZ,85273,2,
AZ,85281,13,
AZ,85282,13,
AZ,85283,13,
AZ,85284,12,
AZ,85287,2,
AZ,85292,2,
AZ,85296,11,
AZ,85297,4,
AZ,85301,12,
AZ,85302,10,
AZ,85303,10,
AZ,85304,9,
AZ,85305,8,
AZ,85306,11,
AZ,85307,7,
AZ,85308,12,
AZ,85309,2,
AZ,85310,8,
AZ,85321,2,
AZ,85322,2,
AZ,85323,7,
AZ,85324,2,
AZ,85326,5,
AZ,85328,2,
AZ,85331,8,
AZ,85332,2,
AZ,85333,2,
AZ,85335,5,
AZ,85337,2,
AZ,85338,8,
AZ,85339,7,
AZ,85340,6,
AZ,85341,2,
AZ,85342,2,
AZ,85343,2,
AZ,85344,4,
AZ,85345,11,
AZ,85347,2,
AZ,85348,2,
AZ,85350,4,
AZ,85351,10,
AZ,85353,4,
AZ,85354,2,
AZ,85355,5,
AZ,85356,2,
AZ,85361,2,
AZ,85362,2,
AZ,85363,6,
AZ,85364,7,
AZ,85365,6,
AZ,85367,5,
AZ,85373,5,
AZ,85374,9,
AZ,85375,8,
AZ,85379,5,
AZ,85381,10,
AZ,85382,11,
AZ,85383,7,
AZ,85387,5,
AZ,85390,4,
AZ,85501,4,
AZ,85533,4,
AZ,85534,2,
AZ,85535,2,
AZ,85539,4,
AZ,85540,2,
AZ,85541,4,
AZ,85542,2,
AZ,85543,2,
AZ,85544,4,
AZ,85545,2,
AZ,85546,4,
AZ,85550,2,
AZ,85552,4,
AZ,85601,2,
AZ,85602,7,
AZ,85603,4,
AZ,85606,2,
AZ,85607,2,
AZ,85610,2,
AZ,85611,2,
AZ,85613,5,
AZ,85614,8,
AZ,85615,6,
AZ,85616,2,
AZ,85617,2,
AZ,85618,2,
AZ,85619,2,
AZ,85621,5,
AZ,85623,2,
AZ,85624,2,
AZ,85625,2,
AZ,85629,5,
AZ,85630,2,
AZ,85631,2,
AZ,85632,2,
AZ,85634,2,
AZ,85635,6,
AZ,85637,2,
AZ,85638,2,
AZ,85640,2,
AZ,85641,5,
AZ,85643,4,
AZ,85645,2,
AZ,85648,5,
AZ,85650,6,
AZ,85653,6,
AZ,85701,11,
AZ,85704,10,
AZ,85705,10,
AZ,85706,12,
AZ,85707,5,
AZ,85708,5,
AZ,85709,2,
AZ,85710,9,
AZ,85711,10,
AZ,85712,12,
AZ,85713,12,
AZ,85714,8,
AZ,85715,10,
AZ,85716,10,
AZ,85718,12,
AZ,85719,12,
AZ,85721,2,
AZ,85730,9,
AZ,85735,5,
AZ,85736,2,
AZ,85737,9,
AZ,85739,7,
AZ,85741,9,
AZ,85742,8,
AZ,85743,6,
AZ,85745,9,
AZ,85746,9,
AZ,85747,5,
AZ,85748,9,
AZ,85749,9,
AZ,85750,10,
AZ,85901,4,
AZ,85920,2,
AZ,85924,2,
AZ,85925,2,
AZ,85928,2,
AZ,85929,2,
AZ,85935,5,
AZ,85936,4,
AZ,85937,4,
AZ,85938,2,
AZ,86001,6,
AZ,86004,6,
AZ,86021,2,
AZ,86022,2,
AZ,86024,2,
AZ,86025,4,
AZ,86030,2,
AZ,86033,2,
AZ,86034,2,
AZ,86035,2,
AZ,86036,2,
AZ,86038,2,
AZ,86039,2,
AZ,86040,6,
AZ,86042,2,
AZ,86043,2,
AZ,86044,2,
AZ,86045,4,
AZ,86046,2,
AZ,86047,4,
AZ,86053,2,
AZ,86054,2,
AZ,86301,7,
AZ,86303,6,
AZ,86305,7,
AZ,86314,7,
AZ,86320,2,
AZ,86321,5,
AZ,86322,4,
AZ,86323,5,
AZ,86324,4,
AZ,86325,4,
AZ,86326,6,
AZ,86327,5,
AZ,86332,4,
AZ,86333,5,
